State,Year,total_emissions_excluding_lucf,total_emissions_including_lucf,total_co2,total_ch4,total_n2o,total_f_gas,emission_by_energy,emission_by_industrial,emission_by_agriculture,emission_by_waste,emission_by_forestry,emission_by_bunker_fuel,emission_sub_electric,emission_sub_commercial,emission_sub_residential,emission_sub_industrial,emission_sub_transportation,emission_sub_fugitive,state_gdp,population,total_energy_use
Nevada,2015,43.6834397,44.6064552,38.243852,2.257581,1.7998997,1.4190002,38.2658924,1.3871805,2.3401821,0.6729169,-1.910967409,0.0,14.4652913,2.1067459,2.1653708,2.0329382,16.4025416,0.7997149,134892.2,2866939.0,651378.0
Nevada,2016,45.2526276,45.4692058,39.7993845,2.2841262,1.715644,1.4490941,39.8203159,1.4206995,2.2869297,0.6834596,-2.63197049,0.0,13.9349203,2.1650795,2.2840942,3.0227781,17.2569056,0.7971545,138638.9,2917563.0,680123.0
Nevada,2017,45.0650759,45.3903825,39.6481562,2.2470087,1.7076285,1.4630832,39.6489893,1.4313289,2.3523107,0.650067,-2.524366664,0.0,12.903211,2.2509759,2.3928983,3.3067162,17.6777739,0.8199611,143590.9,2969905.0,706273.0
Nevada,2018,46.6460186,47.4053031,41.0877688,2.3166566,1.7510196,1.4905735,41.0877688,1.4669722,2.4644676,0.6559065,-2.240201235,0.0,13.697537,2.2999842,2.4208163,3.5733112,17.8882904,0.5340233,149663.0,3027341.0,727227.0
New Hampshire,1990,16.4826036,9.9950794,14.4986107,1.8359039,0.5863332,0.0896826,14.7072079,0.0408003,0.2353418,1.7285131,-6.5851299,0.0,4.7611762,1.3020107,2.2108066,0.7694234,5.4908617,0.0,27259.0,1112384.0,6739.75292
New Hampshire,1991,16.1556504,9.6523177,14.1798748,1.871938,0.5808124,0.084535,14.3858642,0.0384773,0.2233223,1.7994156,-6.5709479,0.0,4.360932,1.2653066,2.2101908,0.7721442,5.6020162,0.0,27411.0,1109929.0,6355.812162
New Hampshire,1992,16.2523572,9.7856485,14.3171412,1.7022709,0.6030233,0.0910596,14.5250954,0.0410597,0.2245736,1.655276,-6.5493973,0.0,4.2361717,1.1383872,2.3118744,1.0642649,5.583672,0.0,28486.0,1117784.0,6591.35261
New Hampshire,1993,16.7709869,9.2946127,14.7792652,1.6811382,0.6381338,0.1066018,15.001703,0.0473258,0.2376952,1.6274855,-7.4057383,0.0,4.4142765,1.1253953,2.3023023,1.2858975,5.6816204,0.0,28832.0,1129458.0,6597.198912
New Hampshire,1994,16.8988928,9.4395719,14.8594364,1.7163251,0.629734,0.1419735,15.0770469,0.0641873,0.2258069,1.6687482,-7.4025276,0.0,4.3543661,1.2666257,2.3537965,1.0901699,5.8155922,0.0,30113.0,1142560.0,6669.824093
New Hampshire,1995,17.0409546,9.6533419,14.9636923,1.5933727,0.6397364,0.21655,15.1782163,0.0961494,0.2310712,1.5392927,-7.3564389,0.0,4.2839604,1.1574238,2.4687094,1.0075575,6.0609186,0.0,32379.0,1157561.0,6739.097731
New Hampshire,1996,17.4340206,10.0949521,15.2584041,1.6360698,0.654949,0.2696092,15.4286677,0.1149645,0.2285068,1.7488471,-7.3496846,0.0,4.0756656,1.2859612,2.6244518,0.9935303,6.2284631,0.0,34858.0,1174719.0,7050.388108
New Hampshire,1997,18.5580937,11.3720307,16.4080965,1.3397647,0.6549071,0.3194171,16.6476728,0.1373005,0.226137,1.2151043,-7.318941,0.0,5.0487478,1.30123,2.5976983,0.9554093,6.5429287,0.0,40120.0,1189425.0,7038.922301
New Hampshire,1998,18.5915863,11.4247101,16.3906181,1.375725,0.6579771,0.3521685,16.6294602,0.1459985,0.2313785,1.2784053,-7.306237,0.0,4.6733479,1.1538314,2.5283292,0.9252693,7.1628963,0.0,43157.0,1205940.0,7112.076673
New Hampshire,1999,18.6735474,11.5198838,16.6222797,0.9247252,0.646591,0.3923696,16.7940379,0.1620421,0.2362755,0.9350002,-7.3023384,0.0,4.5514221,1.1853252,2.5500122,0.9181782,7.4013065,0.0,45175.0,1222014.0,7362.510071
New Hampshire,2000,19.3133056,12.2054297,17.2224997,0.940964,0.6280943,0.4145867,17.425946,0.1709141,0.2300251,0.8306456,-7.3181178,0.0,4.4745087,1.4515868,2.6098832,1.1472083,7.5327383,0.0,48814.0,1239882.0,7801.486706
New Hampshire,2001,18.7478788,11.6096831,16.7237065,0.8060805,0.6139601,0.4375567,16.8918589,0.1801243,0.2277057,0.76709,-7.295994,0.0,4.1229663,1.3194636,2.542716,1.1692556,7.5342826,0.0,48742.0,1255517.0,7720.948857
New Hampshire,2002,19.5404691,12.493359,17.4435636,0.9240352,0.5789151,0.4588408,17.5556206,0.1886861,0.2297919,0.9439466,-7.2878543,0.0,4.276237,1.3169621,2.3733627,1.0588856,8.3586109,0.0,50074.0,1269089.0,7969.618285
New Hampshire,2003,22.9999998,16.344372,20.6930231,1.0655978,0.5699936,0.4781975,20.7382007,0.1963246,0.2256698,1.187489,-7.2572349,0.0,7.0698927,1.6399702,2.9380811,1.0619786,7.8159926,0.0,51452.0,1279840.0,8201.605593
New Hampshire,2004,24.0996555,17.5799315,21.7166973,1.1352255,0.5560745,0.4926419,21.6949349,0.2021092,0.2264506,1.382867,-7.2382622,0.0,7.6162127,1.7774466,3.0194769,1.0812291,7.9829767,0.0,52891.0,1290121.0,8371.148348
New Hampshire,2005,23.4173933,16.8480726,21.0137253,1.259943,0.5331331,0.5091472,21.011034,0.208675,0.2375827,1.4064578,-7.2220525,0.0,7.6287133,1.8842187,2.8359737,0.9408589,7.5169364,0.0,53693.0,1298492.0,8201.630793
New Hampshire,2006,21.4534048,14.6920086,19.1226892,1.2989358,0.4904012,0.5351751,19.1332274,0.2190314,0.2399687,1.3603725,-7.2151224,0.0,6.7103657,1.3080601,2.493037,1.06003,7.397903,0.0,54494.0,1308389.0,7736.925389
New Hampshire,2007,21.2559265,14.5117547,18.9289928,1.3115548,0.4560574,0.5625233,18.922428,0.2298503,0.230189,1.374274,-7.1849818,0.0,6.6053882,1.3583137,2.4911252,0.8394887,7.4682935,0.0,54819.0,1312540.0,7831.247407
New Hampshire,2008,20.7945965,14.0304837,18.5367412,1.1572713,0.4335256,0.5936365,18.4998511,0.2421323,0.2510066,1.2030871,-7.1630656,0.0,6.530512,1.3492114,2.4469389,0.7886812,7.2272615,0.0,54456.0,1315906.0,7655.581154
New Hampshire,2009,18.9549954,12.0142303,16.8478611,0.9376632,0.407167,0.628843,16.8898981,0.2557679,0.2564912,0.7345045,-7.1539488,0.0,5.2662244,1.3041303,2.3185188,0.7202781,7.123143,0.0,53475.0,1316102.0,7534.925579
New Hampshire,2010,18.5250255,11.5598043,16.4275036,0.9398149,0.3883057,0.6513979,16.4553953,0.2649895,0.2526827,0.7514208,-7.1382532,0.0,5.3244075,1.170193,2.0728621,0.7166709,7.0435125,0.0,55242.0,1316843.0,7448.062636
New Hampshire,2011,18.1390825,11.1150746,16.0873843,0.9266087,0.347007,0.6603858,16.0917122,0.2684601,0.2381389,0.7546503,-7.153848,0.0,4.9031787,1.2869344,2.17095,0.7004159,6.8814579,0.0,56443.0,1317807.0,7360.569704
New Hampshire,2012,16.4047839,9.1994858,14.467797,0.8872712,0.3091532,0.6630311,14.4557462,0.2697552,0.2181207,0.7585176,-7.1571391,0.0,4.093434,1.1779099,1.7772329,0.6453604,6.6457082,0.0,67635.7,1324232.0,285521.0
New Hampshire,2013,16.1629819,8.9758265,14.2155422,0.9279258,0.3083438,0.6674546,14.2175301,0.2714831,0.2196624,0.7654667,-7.122609,0.0,3.261482,1.2144651,2.1167786,0.7527601,6.7075306,0.0,68124.5,1326622.0,303940.0
New Hampshire,2014,16.9070656,9.8837947,14.9159663,0.9357174,0.2993201,0.68523,14.9105779,0.2785745,0.212062,0.7761078,-7.0518104,0.0,3.2920405,1.3469989,2.5007831,0.7913392,6.7710744,0.0,69506.5,1333341.0,312020.0
New Hampshire,2015,17.159604,10.2218086,15.1030008,1.0371835,0.299602,0.6990597,15.1317177,0.2838841,0.2156485,0.7834463,-7.0037239,0.0,3.491716,1.4075926,2.5354874,0.7341578,6.7525025,0.0,71419.1,1336350.0,314894.0
New Hampshire,2016,15.6779719,8.6312966,13.708906,0.9850869,0.2857625,0.7042472,13.7073287,0.285886,0.223486,0.7923654,-6.9694678,0.0,2.3804426,1.3184834,2.3382122,0.7089901,6.7611885,0.0,73022.7,1342307.0,305784.0
New Hampshire,2017,15.4336342,8.4313767,13.4776956,1.0022971,0.2764703,0.7015941,13.4802481,0.284674,0.2191844,0.7964585,-6.9135551,0.0,1.843899,1.2461585,2.566563,0.7465512,6.8500337,0.0,74253.6,1348787.0,317213.0
New Hampshire,2018,16.166585,9.3103552,14.1774142,1.0124562,0.2727077,0.7040069,14.1774142,0.2855984,0.2162892,0.7970273,-6.8562299,0.0,2.0473604,1.394767,2.7961974,0.7827063,6.9025787,0.0,76165.3,1353465.0,324693.0
New Jersey,1990,111.6745589,104.9576746,101.6516075,5.7079487,4.2994632,0.5659614,104.1692643,0.2274186,0.6683688,4.643652,-6.7072391,0.0,12.1778504,10.7208222,15.3668138,14.6502548,49.9167201,0.0,253360.0,7762963.0,56593.73967
New Jersey,1991,112.3353783,105.6090809,102.5241628,5.4629786,4.3611918,0.5566441,105.0893412,0.2227806,0.6417357,4.468878,-6.7169456,0.0,12.0112756,10.8179192,15.3400778,14.8793389,50.6395401,0.0,252718.0,7814676.0,57326.92137
New Jersey,1992,118.2659808,111.526791,108.782072,5.0180611,4.4323952,0.5796689,111.3365468,0.2304646,0.6069638,4.2177951,-6.7332998,0.0,12.7014148,11.2167789,16.6287923,18.7489533,50.9370443,0.0,256965.0,7880508.0,59409.89322
New Jersey,1993,115.6835936,109.3290623,106.0175049,4.953303,4.6989099,0.7013579,108.4940968,0.2729328,0.716484,4.2510218,-6.3515151,0.0,13.368081,10.588919,16.2788164,19.0278621,48.3664165,0.0,259805.0,7948915.0,59683.56063
New Jersey,1994,124.8031616,118.4508222,115.0639372,4.7827168,4.6104971,0.9355925,117.6246165,0.3567396,0.6072599,4.1401368,-6.3549008,0.0,15.3992212,10.8254696,18.0658787,19.6892304,52.7033849,0.0,265388.0,8014306.0,62549.28174
New Jersey,1995,124.9821331,118.7354136,114.9550987,4.6639323,4.5440647,1.4333845,117.4003179,0.5329701,0.5523175,4.1431834,-6.2506108,0.0,16.9506571,9.8696753,16.0811155,19.9467368,53.4997863,0.0,271764.0,8083242.0,62431.19653
New Jersey,1996,125.2709222,119.0389217,114.9320314,4.6038799,4.6430702,1.7773706,117.2406755,0.6502924,0.6042101,4.2131996,-6.2362378,0.0,15.7600998,11.027356,17.7379323,19.9758167,51.9030269,0.0,283608.0,8149596.0,62500.41976
New Jersey,1997,127.4276549,121.1934358,117.0051707,4.4495397,4.5226172,2.1031248,118.7595345,1.0583475,0.5611316,3.9119562,-6.2397438,0.0,17.1096267,11.2972823,16.9541052,20.135227,52.4596016,0.0,357153.0,8218808.0,63018.64907
New Jersey,1998,122.6992187,116.4405266,112.7634633,3.8345941,4.5139913,2.3115065,114.4189253,1.1173071,0.5785185,3.4812398,-6.2610551,0.0,15.8950169,9.9975598,15.013652,19.0606539,53.2426896,0.0,364286.0,8287418.0,61757.78822
New Jersey,1999,125.6021871,119.3450372,115.9140151,3.3379227,4.4745269,2.5904952,117.5593204,1.1719349,0.6081043,3.1499839,-6.2612981,0.0,16.6135249,11.5060972,16.0147696,19.4359705,53.0199553,0.0,375892.0,8359592.0,64581.47645
New Jersey,2000,125.4053539,119.0734142,115.7293828,3.2236329,4.3648734,2.7828474,117.2859706,1.2652979,0.540213,3.0762736,-6.3351036,0.0,18.8776352,10.7970726,16.7678198,12.9053703,56.5527075,0.0,394422.0,8430621.0,62329.26424
New Jersey,2001,122.2177189,115.906094,112.8123757,2.9101442,4.2072591,2.9773891,114.4401493,1.315833,0.5600383,2.6935026,-6.3130829,0.0,18.6121506,9.3607341,16.2549091,14.0096914,54.8815174,0.0,402753.0,8492671.0,61716.03252
New Jersey,2002,121.9629208,115.6448295,112.4153798,3.1374623,3.845383,3.1301257,114.0102154,1.3805906,0.4973253,2.7521961,-6.3193195,0.0,19.0211722,9.3459433,15.6125341,13.2629651,55.3635883,0.0,408423.0,8552643.0,62524.73736
New Jersey,2003,123.8097139,117.5694519,113.9476091,3.4503255,3.6385634,3.2493066,115.3962192,1.3748843,0.5006541,3.1209905,-6.2435141,0.0,17.960135,10.4142326,18.1985265,13.6764277,54.0146344,0.0,416436.0,8601402.0,63254.03832
New Jersey,2004,126.6055227,120.3993206,116.8728875,3.2740171,3.5414013,3.3396157,117.8211611,1.4603907,0.514408,3.2207911,-6.21155,0.0,18.891467,10.660595,17.214896,14.0283264,55.7793109,0.0,424471.0,8634561.0,64382.14779
New Jersey,2005,130.7159872,124.5501195,121.1964012,3.0606322,3.3273337,3.4442319,121.9839022,1.445304,0.4753189,3.2332632,-6.1741845,0.0,19.0940072,11.0210753,16.5951297,14.0196959,59.6576503,0.0,430246.0,8651974.0,66881.11426
New Jersey,2006,123.8654105,117.7157613,114.4362849,3.0220856,3.1514631,3.5823005,114.9592239,1.4749284,0.4845445,3.318745,-6.1539826,0.0,18.1020831,9.3267675,13.905308,12.7837233,58.9191138,0.0,440262.0,8661679.0,63915.09883
New Jersey,2007,130.6038979,124.5364817,121.5367863,2.5348845,2.9965424,3.7602145,122.030225,1.52093,0.4895158,2.9414442,-6.0768027,0.0,19.2260093,10.7351534,15.8170297,12.6540323,61.7052553,0.0,443536.0,8677885.0,67397.4788
New Jersey,2008,128.977002,122.9644601,119.5396076,2.8422104,2.8013805,3.977738,119.7682992,1.5927396,0.5189721,3.275538,-6.0215722,0.0,18.5128034,10.4061746,15.5885695,10.9860598,62.1772726,0.0,443833.0,8711090.0,65672.94574
New Jersey,2009,113.4160867,107.4209812,103.4696149,3.471291,2.4775922,4.227996,104.1910421,1.5926011,0.4917497,3.3484318,-5.9948631,0.0,14.5489568,10.8690234,15.3360294,9.4295188,52.4145981,0.0,424871.0,8755602.0,60285.95652
New Jersey,2010,115.8121392,109.8006698,105.7433213,3.4771364,2.2878021,4.4612983,106.3825281,1.6632727,0.4252446,3.41514,-6.0124967,0.0,17.6289846,10.6688196,14.4280131,8.6248267,53.4871994,0.0,431409.0,8803388.0,60951.20016
New Jersey,2011,116.9370235,110.8664587,107.0369224,3.2956327,2.1809244,4.5387033,107.5954261,1.6902008,0.4197861,3.2922577,-6.071594,0.0,15.5220826,11.42036,13.7682475,9.8513821,55.220977,0.0,432415.0,8834773.0,61448.84141
New Jersey,2012,106.5122798,100.4007989,96.9091562,3.2018562,1.9923579,4.5568487,97.2442541,1.6964396,0.4185826,3.2470765,-6.1056902,0.0,14.7766248,10.2210331,12.3100691,9.9003361,48.6047483,0.0,519569.0,8844942.0,2249662.0
New Jersey,2013,109.2832523,103.2222477,99.626715,3.2043885,1.9974748,4.5796285,99.9371087,1.7049489,0.4564994,3.2531472,-6.0574844,0.0,14.3623393,10.3103455,14.5355226,9.315416,49.9427015,0.0,526889.9,8856972.0,2313455.0
New Jersey,2014,115.3216752,109.2695377,105.3170259,3.4247864,1.9534517,4.6830061,105.6130776,1.7413323,0.4501185,3.4560902,-6.0523961,0.0,16.6867108,12.0072902,15.9561856,9.3008886,50.5080855,0.0,524420.4,8864525.0,2351525.0
New Jersey,2015,113.6753945,107.663339,103.7523223,3.3704671,1.8103201,4.7693377,103.8782853,1.7709584,0.4268806,3.4886537,-6.0117751,0.0,17.8199199,10.4394637,15.2619131,9.2655509,49.9456446,0.0,535284.5,8867949.0,2295158.0
New Jersey,2016,113.1685922,107.1931606,103.1180539,3.4940911,1.7980518,4.7859684,103.1832825,1.7771323,0.4449786,3.6108683,-5.975266,0.0,19.6153167,9.7612637,13.3225313,9.7927537,49.5882726,0.0,540380.3,8870827.0,2213421.0
New Jersey,2017,105.5090285,99.6032263,95.4268047,3.6679864,1.7360118,4.7517071,95.371127,1.7641514,0.4564318,3.7667309,-5.901778,0.0,16.673187,9.4448756,13.6380885,9.021976,45.5824428,0.0,540656.6,8885525.0,2136414.0
New Jersey,2018,110.8430033,105.0043977,100.6295916,3.7752751,1.6840437,4.7540929,100.6295916,1.7646165,0.4211796,3.8422367,-5.8386056,0.0,17.3018957,10.4205595,15.5078817,9.2967038,47.1792529,0.0,549000.8,8886025.0,2240709.0
New Mexico,1990,67.5977631,70.3320438,55.1572036,7.9918318,7.8376887,0.0997974,46.4258562,0.1207564,8.2584207,0.5872438,3.7096347,0.0,27.5138662,1.6185284,1.9139099,7.0069079,14.9374231,5.2631382,28714.0,1521574.0,15030.26262
New Mexico,1991,63.8338562,67.1955786,50.6178109,8.7772791,7.5326619,0.0981724,43.4415938,0.1687037,8.1414952,0.6093354,4.0315403,0.0,23.6832131,1.6213225,1.9036467,6.4765038,14.7433125,6.0497422,31980.0,1555305.0,14848.87606
New Mexico,1992,66.6856582,69.3924122,53.1370452,8.9902272,7.7200153,0.1030916,45.6424685,0.1207163,8.3470054,0.637275,3.6659291,0.0,26.511307,1.6878382,1.9412036,6.7141567,14.3262357,6.1110819,33855.0,1595442.0,14782.27358
New Mexico,1993,69.5542928,73.9566207,54.5137307,10.0599572,8.3009066,0.1247162,47.1099343,0.2241139,9.0599586,0.6638249,4.8939426,0.0,27.030073,1.6863832,1.8956238,6.483683,15.0308788,7.0210797,37463.0,1636453.0,15182.11527
New Mexico,1994,70.673003,77.4509824,54.5415576,11.0282189,8.0446998,0.1562223,47.7099031,0.2566495,9.2997268,0.6914402,6.534846,0.0,28.0287722,1.4288945,1.7676697,6.5392247,14.3954472,7.8058867,42030.0,1682398.0,14860.01428
New Mexico,1995,69.4850263,74.767862,52.8002018,11.3359406,8.225479,0.2230751,46.6741527,0.2356725,9.6585128,0.7237216,5.4888356,0.0,27.6909367,1.4281057,1.7085935,6.8550583,13.0701727,7.9499465,42733.0,1720394.0,14641.81114
New Mexico,1996,72.5289634,79.6735671,55.1021798,11.8226663,8.4390231,0.2685247,48.601426,0.2654543,10.1900253,0.7560458,6.8343072,0.0,28.1996319,1.5518515,1.9877734,8.0273819,13.1201395,8.2291583,44604.0,1752326.0,15192.3715
New Mexico,1997,77.2582674,82.9556064,58.5940024,12.7917802,8.5048416,0.3081408,52.0452079,0.2876298,10.3096764,0.774547,5.9832496,0.0,29.363646,1.5958371,2.1726638,7.2896549,15.7373255,9.2430782,53246.0,1774839.0,16178.63255
New Mexico,1998,77.2980434,83.6058999,58.1702874,13.1679806,8.4638995,0.3300514,51.9174804,0.3006534,10.5117534,0.7929066,6.3981416,0.0,29.8659398,1.5430131,2.1616283,6.4495599,15.7216906,9.519939,54200.0,1793484.0,15966.62851
New Mexico,1999,77.6241845,84.6531412,59.061497,12.6730871,8.4122489,0.3398221,52.046365,0.3074547,10.6268578,0.8355656,6.8958491,0.0,30.4851269,1.626408,2.2523206,6.4485939,15.7511558,8.8452077,57749.0,1808082.0,16053.11346
New Mexico,2000,81.8907983,91.0171594,60.9794406,14.8152872,8.075158,0.3361995,55.2386834,0.3026986,10.6418368,0.8955045,8.4346089,0.0,31.3550759,1.591584,2.2462563,7.7361688,15.4645543,11.09704,58461.0,1821204.0,16642.22918
New Mexico,2001,82.8871101,91.5447873,61.3996584,15.2284664,8.3833378,0.3304058,55.6682211,0.3619968,10.9105992,0.8965142,8.1443029,0.0,30.660558,1.7179528,2.4895958,7.7830643,15.8118791,11.5439607,60084.0,1831690.0,16609.79732
New Mexico,2002,80.3250641,89.9280073,58.2512159,15.8246542,8.1233343,0.3324188,53.5943834,0.3516583,11.0758776,0.9824374,8.7146308,0.0,28.8440932,1.6916527,2.2732363,7.093162,15.5144207,11.9919074,61520.0,1855309.0,16547.88196
New Mexico,2003,83.5321043,92.4505647,60.6685879,16.555841,7.8707091,0.3456908,55.7694866,0.3888082,11.2009169,1.0630873,8.3387707,0.0,30.9096816,1.7277789,2.1270093,7.7065651,15.1640157,12.5619749,63267.0,1877574.0,16583.01017
New Mexico,2004,85.2459215,93.83936,61.8723592,16.936992,7.98471,0.3576807,57.0921011,0.3967104,10.9932103,1.1178333,8.1655408,0.0,30.9128394,1.6634816,2.2236357,8.1762242,15.7003845,13.1773394,67681.0,1903808.0,17184.65007
New Mexico,2005,86.8509083,95.528578,62.5394559,17.7759247,7.8118861,0.3719715,58.1912232,0.4160847,10.9953887,1.1746072,8.2667079,0.0,32.2648054,1.6594337,2.2513754,7.8449331,15.2923629,13.9726149,67763.0,1932274.0,17155.21697
New Mexico,2006,88.5777922,98.249869,63.5035812,18.3618011,7.921321,0.3931157,59.2074428,0.431708,11.5057805,1.1734331,8.9881261,0.0,32.8851562,1.5125857,2.109667,7.8153952,15.893866,14.3568837,69232.0,1962137.0,17338.2415
New Mexico,2007,87.4460029,96.1344088,62.0043639,18.5010694,8.3726247,0.4173893,58.0564627,0.4400271,12.0002511,1.2008018,8.2903273,0.0,31.3129328,1.512877,2.2114831,8.4979663,15.2997133,14.2781028,69668.0,1990070.0,18102.36828
New Mexico,2008,86.1083747,94.455218,59.6413866,19.2460176,8.1110816,0.5454287,56.9892432,0.467988,11.9638609,1.175189,8.0220871,0.0,30.6631342,1.6999993,2.2680528,8.1013479,13.955866,15.1281183,69047.0,2010662.0,17467.74213
New Mexico,2009,86.9770361,94.317369,59.9966772,19.5497648,8.1109848,0.6224108,57.8084652,0.3790495,12.2010432,1.1992519,7.3637447,0.0,32.8511325,1.5144536,2.1627463,7.4043594,13.6143901,15.3581308,70239.0,2036802.0,16673.77905
New Mexico,2010,83.4786831,89.8271567,56.3000907,19.4980074,7.9050812,0.7868563,54.8070433,0.5289833,11.8933341,1.1909216,6.5954049,0.0,29.2247609,1.5243963,2.2607597,7.4486253,13.1021459,15.536759,70785.0,2064767.0,16857.20677
New Mexico,2011,85.1769005,93.1694574,58.6515064,18.6684875,7.3484116,1.0215065,56.0817426,0.5776813,11.5740468,1.1975391,7.7563768,0.0,31.0517944,1.5086957,2.1767062,7.6733968,13.5243404,14.7618379,70529.0,2078674.0,17337.76271
New Mexico,2012,82.6672309,91.391947,56.971611,18.0339096,6.6043762,1.1045481,54.2930947,0.6352999,10.9043233,1.2093623,8.1837025,0.0,29.0702155,1.5110343,2.0273355,7.703139,13.5068186,14.6059295,87644.8,2087309.0,667368.0
New Mexico,2013,83.5596565,89.6631399,57.0816301,18.6153786,7.1796463,1.0596927,55.0020591,0.6287624,10.8720573,1.2158611,6.4315779,0.0,28.4189472,1.6140857,2.2907164,7.5029825,13.5723856,15.9236604,86624.8,2092273.0,670625.0
New Mexico,2014,79.9221724,84.9365276,53.8986384,18.2091577,7.0442206,1.0951217,52.3150507,0.6605009,10.5315285,1.1963699,5.59349,0.0,24.6443934,1.5937825,2.0558501,7.8867391,14.0947875,15.6040648,89372.2,2089568.0,680425.0
New Mexico,2015,81.1750823,86.5519345,54.3693339,18.8460067,7.0934857,1.108716,53.2224039,0.6771094,10.4958633,1.2028827,5.8735927,0.0,24.7480082,1.6671326,2.0780455,7.6931462,14.2240197,16.6297738,91679.5,2089291.0,680112.0
New Mexico,2016,78.891939,86.0476452,52.5047086,18.5983548,6.7227816,1.1119735,51.6000423,0.6619101,10.3535033,1.2099221,7.0165733,0.0,23.1785219,1.6555812,2.0867519,7.7516567,13.9516652,16.3563494,91713.9,2091630.0,672717.0
New Mexico,2017,79.1797715,86.2302742,52.9133462,18.509812,6.7314284,1.1008497,51.6238234,0.677553,10.6367166,1.2171595,6.9531724,0.0,23.0128212,1.549252,1.8873649,8.0149154,14.8226405,15.6901619,91772.3,2091784.0,683321.0
New Mexico,2018,77.6860599,84.3071883,50.1405104,19.5522715,6.875055,1.118223,50.1405104,0.7033965,11.1519731,1.2331447,6.6211284,0.0,18.3325089,1.6744843,2.1610975,8.0156784,15.4459907,17.4264962,93870.9,2092741.0,702827.0
New York,1990,234.6324623,189.5961667,207.1074178,17.5137968,9.5386327,1.4672964,211.0434092,0.9703223,7.63488,9.1181078,-45.8106141,0.0,62.7317047,26.0607161,32.8351165,19.1501279,67.2116536,3.9707489,595908.0,18020784.0,94132.16384
New York,1991,226.9003911,182.2856793,199.3377771,17.7040494,9.4311896,1.4268196,203.4124666,0.9517237,7.3864941,9.2246499,-45.7307878,0.00077958,58.4494129,25.720612,32.124268,18.3926807,65.738347,3.8727888,577446.0,18122510.0,92538.84498
New York,1992,227.3629929,183.0767351,199.1603118,18.0790709,9.6856201,1.4872397,203.0102994,0.9887084,7.3737714,9.7191231,-45.2913352,0.025487216,53.6167868,26.7504173,35.3995779,19.5741095,64.4371897,4.0009357,585395.0,18246653.0,94637.56657
New York,1993,222.9280313,181.6667139,194.0493999,18.1370742,10.2215765,1.7016552,197.6478565,1.0803137,7.6805855,9.9567077,-41.4826324,0.009861668,47.3832501,27.4231664,34.9519777,19.1894347,65.473677,3.8953261,588213.0,18374954.0,95375.91418
New York,1994,221.6399312,179.951899,192.4093148,18.2521726,9.8920478,2.1739778,195.7515272,1.2992466,7.277208,10.180845,-42.1396011,0.011576751,47.2461177,26.9010378,34.5210397,19.4004957,64.4564588,3.9949099,596435.0,18459470.0,93695.25358
New York,1995,227.8355641,186.7009668,197.8871022,17.9439567,9.7544987,3.238369,201.4067637,1.7213143,7.0992551,9.8631352,-41.0076449,0.012973706,51.0544645,26.1697532,33.5282931,21.1132391,66.2679215,4.1669418,608937.0,18524104.0,94879.6337
New York,1996,231.4031072,189.7612269,200.7003588,17.9976563,9.6278674,3.9882423,204.2829207,1.9881325,6.8407625,9.9727963,-41.4692275,0.015901544,46.6331149,27.0099393,35.8005553,21.8380485,69.5622864,4.2404746,634107.0,18588460.0,98678.26837
New York,1997,237.4909494,196.0711247,205.8420973,18.1043906,9.7470273,4.6802964,209.1960529,2.5420534,6.9531,9.646128,-40.7892236,0.01695218,52.1350697,28.8381713,34.2140156,21.1903641,69.4984019,3.8861395,767911.0,18656546.0,100465.75
New York,1998,237.0331526,195.5540445,204.1293028,18.6884856,10.0138608,5.1211699,207.3978723,2.6968775,7.3406187,9.9893279,-40.9076687,0.024799343,55.8723164,26.9452085,31.1638174,20.3008552,69.9955321,4.0152023,789382.0,18755906.0,98593.84979
New York,1999,240.0587073,198.3466601,206.8548388,18.6393347,9.6855641,5.6859067,209.9586289,2.8780598,7.4051311,9.9190372,-41.0285895,0.023136152,56.596691,29.3611709,33.7836054,16.8550444,70.2271723,4.3868286,829200.0,18882725.0,101609.8864
New York,2000,246.0651921,203.3809268,212.5744215,18.7108073,9.3242723,6.1338856,215.4958784,3.0304752,7.189549,10.075009,-41.9384379,0.007430696,55.5957231,31.1836616,38.6146478,16.3655394,70.4811191,3.9351223,862501.0,19001780.0,103598.007
New York,2001,241.4140098,199.1932183,208.6186643,17.7170516,9.3734828,6.4140601,210.8858685,3.0884519,7.44946,9.7810657,-41.5981868,0.0,54.7349565,29.792725,37.3834041,15.6019454,70.2199515,4.0233868,895250.0,19082838.0,100659.8875
New York,2002,236.8716532,194.7031863,203.3156365,18.4918784,8.9111834,6.7472057,205.0018946,3.2507463,7.5646484,10.2675142,-41.8133939,0.0,50.6044508,30.3230144,35.2232911,14.2276773,71.5257201,4.4288046,891501.0,19137800.0,100890.5393
New York,2003,248.2759084,205.9883518,213.7517257,19.1747794,8.9038897,6.9736917,214.735813,3.2523258,7.7528381,11.2392355,-41.2565787,4.7e-06,51.6515615,32.0670501,38.2225105,13.5808069,76.0768007,4.01685,893888.0,19175939.0,104275.6741
New York,2004,252.4169402,210.1194668,217.7228759,19.2956033,8.6684495,7.1763123,217.2064051,3.4371669,7.6652169,12.0271151,-41.0095692,0.0,52.0619899,33.7200025,37.3068395,13.4445567,77.541855,3.9642738,919254.0,19171567.0,106850.4661
